MINE_ID,CONTROLLER_ID,CONTROLLER_NAME,OPERATOR_ID,OPERATOR_NAME,CONTRACTOR_ID,DOCUMENT_NO,SUBUNIT_CD,SUBUNIT,ACCIDENT_DT,CAL_YR,CAL_QTR,FISCAL_YR,FISCAL_QTR,ACCIDENT_TIME,DEGREE_INJURY_CD,DEGREE_INJURY,FIPS_STATE_CD,UG_LOCATION_CD,UG_LOCATION,UG_MINING_METHOD_CD,UG_MINING_METHOD,MINING_EQUIP_CD,MINING_EQUIP,EQUIP_MFR_CD,EQUIP_MFR_NAME,EQUIP_MODEL_NO,SHIFT_BEGIN_TIME,CLASSIFICATION_CD,CLASSIFICATION,ACCIDENT_TYPE_CD,ACCIDENT_TYPE,NO_INJURIES,TOT_EXPER,MINE_EXPER,JOB_EXPER,OCCUPATION_CD,OCCUPATION,ACTIVITY_CD,ACTIVITY,INJURY_SOURCE_CD,INJURY_SOURCE,NATURE_INJURY_CD,NATURE_INJURY,INJ_BODY_PART_CD,INJ_BODY_PART,SCHEDULE_CHARGE,DAYS_RESTRICT,DAYS_LOST,TRANS_TERM,RETURN_TO_WORK_DT,IMMED_NOTIFY_CD,IMMED_NOTIFY,INVEST_BEGIN_DT,narrative,CLOSED_DOC_NO,COAL_METAL_IND
4100026,M06183,CRH PLC,L02019,Ash Grove Cement Company,,220243370008,30,MILL OPERATION/PREPARATION PLANT,2024-11-28,2024,4,2025,1,908.0,0,ACCIDENT ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,19,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",121,Not Reported,,600.0,02,ENTRAPMENT,44,"Accident type, without injuries",0.0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,0.0,,,,,03,ENTRAPMENT,,"A power outage at the 491 Substation knocked out power to the kiln system, which includes the PHT elevator.  At the time of the outage, a production technician was in the elevator and became trapped, at the 30 minute mark MSHA was notified. through the hatch at the top of the elevator car. Employee was able to self-rescue when power was not restored. ",,M
4100071,M00174,Martin Marietta Materials Inc,0055718,"Martin Marietta North Texas Cement, LLC",,220240730008,30,MILL OPERATION/PREPARATION PLANT,2024-03-11,2024,1,2024,2,750.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,09,HANDLING OF MATERIALS,27,Over-exertion in lifting objects,1.0,1.25,0.85,.85,363,"Ledgeman/hand, Quarry man",025,"Hand load, Hand shoveling",089,"BROKEN ROCK,COAL,ORE,WSTE",330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0.0,9.0,0.0,N,03/25/2024,? ,NO VALUE FOUND,,Employee was shoveling debris off a catwalk and felt pain in lower back.,320240870014,M
4100072,M08976,United States Lime & Minerals Inc,L11942,Texas Lime Company,,220221750007,30,MILL OPERATION/PREPARATION PLANT,2022-06-15,2022,2,2022,3,1030.0,3,DAYS AWAY FROM WORK ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,0.21,0.21,8.5,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",092,"Walking, Running",118,"STAIRS,STEPS-OUTSIDE",330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,0.0,0.0,1.0,N,06/17/2022,? ,NO VALUE FOUND,,Employee was traveling down stairs at Screen 02-SN-01.  Employee misplaced right foot on a step and twisted right knee.,,M
4100079,0140381,Cementir Holding; Cemex SA,0156793,Lehigh White Cement Company LLC,,220230310019,30,MILL OPERATION/PREPARATION PLANT,2023-01-30,2023,1,2023,2,915.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,21.5,21.5,18,675,"Plumber, Pipefitter, Millwright",092,"Walking, Running",117,GROUND,400,"UNCLASSIFIED,NOT DETERMED",520,ANKLE,0.0,88.0,0.0,N,05/30/2023,? ,NO VALUE FOUND,,Miner was walking by the bag house and slipped in the wet dust and twisted left ankle when trying to catch self. Weather was cold and wet.,320231520010,M
4103190,0041044,Lhoist Group,L13547,Lhoist North America of Texas LLC,,220250070004,30,MILL OPERATION/PREPARATION PLANT,2024-12-17,2024,4,2025,1,2100.0,3,DAYS AWAY FROM WORK ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1900.0,09,HANDLING OF MATERIALS,30,Over-exertion NEC,1.0,1.0,1.0,1,390,"Silo operator, Bin puller, Truck loader",028,Handling supplies or material,086,METAL COVERS & GUARDS,330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0.0,,,,,? ,NO VALUE FOUND,,Injured employee was opening hatch lids on top of trucks when they strained their back. Employee was working with case management for remedies when they decided to be seen by a doctor which then elevated case to reportable.,,M
4200998,M00163,Scott  Simplot,L12631,Simplot Phosphates LLC,,220221590022,30,MILL OPERATION/PREPARATION PLANT,2022-06-04,2022,2,2022,3,1600.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",49,?,NO VALUE FOUND,?,NO VALUE FOUND,44,Ore haulage trucks - off highway trucks,018,Caterpillar,785,600.0,09,HANDLING OF MATERIALS,08,Struck by... NEC,1.0,27.08,27.08,27.08,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,003,"BOILR,PRES VSL,AIR HOS,OX",220,"FRACTURE,CHIP",142,MOUTH/LIP/TEETH/TONGUE/THROAT/TASTE,0.0,0.0,0.0,N,06/04/2022,? ,NO VALUE FOUND,,"A mechanic disconnected a hydraulic hose from the final drive on a CAT 785 haul truck and placed one end up on the frame. As EE was putting plastic in place to cover the final drive, EE bumped the hose. It came off the frame and struck EE in the mouth. The impact from the end of the hydraulic hose cracked EE's upper right canine tooth.",,M
4201429,0175160,Energy Fuels Inc,L15509,Energy Fuels Resources (USA) Inc.,,220240640020,30,MILL OPERATION/PREPARATION PLANT,2024-03-02,2024,1,2024,2,915.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",49,?,NO VALUE FOUND,?,NO VALUE FOUND,05,"Bench grinder, Drill press, Band/Table saw, Sandblaster",119,Not on this list,JDP-20 EVST-230,400.0,17,MACHINERY,08,Struck by... NEC,1.0,9.38,7.71,9.38,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",072,"Surface equipment, NEC",082,DRILL STEEL (ALL SIZES),180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0.0,0.0,0.0,N,03/04/2024,? ,NO VALUE FOUND,,Employee received a laceration to the tip of the index finger on the left hand while operating a drill press.  This required 5 stitches to close the wound.,,M
4403743,M01166,The Disthene Group Inc,L01320,Kyanite Mining Corp,,220221890005,30,MILL OPERATION/PREPARATION PLANT,2022-07-02,2022,3,2022,4,325.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",51,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,2300.0,10,HANDTOOLS (NONPOWERED),08,Struck by... NEC,1.0,11.44,11.44,11.44,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",030,Hand tools (not powered),049,KNIFE,180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0.0,0.0,0.0,N,07/06/2022,? ,NO VALUE FOUND,,Employee was cutting straps on a pallet of bulk bags when either the box cutter or the plastic strap cut the tip of the employee's finger.,,M
4404982,0085453,Metinvest B V,P17538,The Black Diamond Company,,220231640002,30,MILL OPERATION/PREPARATION PLANT,2023-06-02,2023,2,2023,3,445.0,0,ACCIDENT ONLY,51,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1900.0,08,FIRE,44,"Accident type, without injuries",0.0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,0.0,,,,,06,MINE FIRE,06/02/2023,The #3 clean Coal belt line caught fire from the take up to the head drive. The fire could not be extinguished within 30 minutes.,,C
4407412,0061809,Jerry  Farmer; Bobby  Ketron,0055216,Mountain Fuels Inc.,,220223490002,30,MILL OPERATION/PREPARATION PLANT,2022-12-13,2022,4,2023,1,1230.0,3,DAYS AWAY FROM WORK ONLY,51,?,NO VALUE FOUND,?,NO VALUE FOUND,67,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",119,Not on this list,RCT-350,700.0,12,POWERED HAULAGE,02,Struck against a moving object,1.0,0.62,0.62,.62,368,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",071,"Utility truck, Water trucks",103,"PASS CARS,PICKUP TRUCKS",220,"FRACTURE,CHIP",430,CHEST (RIBS/BREAST BONE/CHEST ORGNS),0.0,0.0,3.0,N,12/19/2022,? ,NO VALUE FOUND,,"Employee lost control of Broce Broom ran thru a ditch and overturned, the employee was taken to the ER where EE was examined and found EE had bruised ribs was later released and a return to work was issued by the Doctor for 12-19-22  ",320223530019,C
4500359,M06183,CRH PLC,L02019,Ash Grove Cement Company,,220242120017,30,MILL OPERATION/PREPARATION PLANT,2024-07-23,2024,3,2024,4,800.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",53,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,500.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,3.0,3.0,2,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",092,"Walking, Running",117,GROUND,330,"SPRAIN,STRAIN RUPT DISC",530,FOOT(NOT ANKLE/TOE)/TARSUS/METATARSUS,0.0,0.0,0.0,N,08/02/2024,? ,NO VALUE FOUND,,Employee was walking when EE rolled EE's ankle. Employee was evaluated by an ortho doctor and given physical therapy,320242260003,M
4500983,M00808,Hemphill Brothers Inc,L07954,Lane Mt. Silica Co.,,220241170001,30,MILL OPERATION/PREPARATION PLANT,2023-11-06,2023,4,2024,1,1200.0,4,DYS AWY FRM WRK & RESTRCTD ACT,53,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,21,OTHER,26,"Bodily reaction, NEC",1.0,38.37,38.37,38.37,379,"Dryer operator, Kiln operator,  Dry plant operator,  Fluid operator, Bed dryer operator",042,Observe operations,002,BODILY MOTION,330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,0.0,96.0,18.0,N,12/13/2024,? ,NO VALUE FOUND,11/06/2023,Employee's age and health. Pain was immediate and continuous.,320243580001,M
4604343,0127321,Alpha Metallurgical Resources Inc,P23860,Kingston Mining Inc.,,220222000015,30,MILL OPERATION/PREPARATION PLANT,2022-07-18,2022,3,2022,4,130.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",54,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,2300.0,10,HANDTOOLS (NONPOWERED),08,Struck by... NEC,1.0,1.5,1.5,1.5,378,"Crane operator, Mobile equipment operator (MEO), Dragline operator, Dropball operator, Rigger",030,Hand tools (not powered),049,KNIFE,180,"CUT,LACER,PUNCT-OPN WOUND",511,THIGH/FEMUR,0.0,0.0,0.0,N,07/18/2022,? ,NO VALUE FOUND,,Employee was trimming a dam for a screen panel.  The employee was cutting it with a utility knife.  The knife slipped and cut employee's right leg.,,C
4608374,0127321,Alpha Metallurgical Resources Inc,P22603,"Marfork Coal Company, LLC",X142,220232830047,30,MILL OPERATION/PREPARATION PLANT,2023-10-02,2023,4,2024,1,1530.0,3,DAYS AWAY FROM WORK ONLY,54,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,18,SLIP OR FALL OF PERSON,17,Fall to the walkway or working surface,1.0,1.46,1.0,1.46,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",092,"Walking, Running",117,GROUND,330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,0.0,0.0,212.0,N,07/11/2024,? ,NO VALUE FOUND,,"Employee was coming down embankment, slipped on loose dirt and twisted right ankle.",,C
4800617,0167941,BHB Limited Partnership; A&M Products,L09605,Black Hills Bentonite,,220222270001,30,MILL OPERATION/PREPARATION PLANT,2022-08-13,2022,3,2022,4,1215.0,3,DAYS AWAY FROM WORK ONLY,56,?,NO VALUE FOUND,?,NO VALUE FOUND,42,"Mine car, Ore or coal car, Boxcar, Hopper car",121,Not Reported,,700.0,12,POWERED HAULAGE,12,Fall from machine,1.0,8.0,8.0,8,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",022,Escaping a hazard,117,GROUND,220,"FRACTURE,CHIP",510,"LEG, NEC",0.0,0.0,71.0,N,11/23/2022,02,SERIOUS INJURY,08/13/2022,"employees were moving railcars when the employee was told over the radio that the railcars weren't slowing down. The employee jumped on the end railcar and attempted to tighten the hand brake on the lead railcar, but was unable to do so before the front car hit the derailleur and jumped off breaking their left leg.   ",320230130011,M
4800987,0167941,BHB Limited Partnership; A&M Products,L09605,Black Hills Bentonite-A Limited Liability Co,,220223360008,30,MILL OPERATION/PREPARATION PLANT,2022-11-28,2022,4,2023,1,2300.0,3,DAYS AWAY FROM WORK ONLY,56,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,1730.0,10,HANDTOOLS (NONPOWERED),01,Struck against stationary object,1.0,0.62,0.62,.62,644,"Dry screening plant operator, Screen house operator",039,Machine maintenance,048,"CROWBAR,PRY BAR",220,"FRACTURE,CHIP",340,FINGER(S)/THUMB,0.0,0.0,8.0,N,12/13/2022,? ,NO VALUE FOUND,,employee was chipping material buildup inside a dryer hopper when the bar slipped and their left ring finger was broken during the impact between the bar and the side of the hopper.,320230130010,M
4801295,M09703,Solvay S A,0179833,American Soda LLC,,220241170005,30,MILL OPERATION/PREPARATION PLANT,2024-04-17,2024,2,2024,3,1420.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",56,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,18,SLIP OR FALL OF PERSON,10,"Fall from scaffolds, walkways, platforms",1.0,1.23,1.23,1.23,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,117,GROUND,220,"FRACTURE,CHIP",430,CHEST (RIBS/BREAST BONE/CHEST ORGNS),0.0,0.0,0.0,N,04/17/2024,02,SERIOUS INJURY,04/17/2024,"Employee was assisting in putting a piece of culvert back into place on BC-57. The cover was lifted over the handrail, set on the deck and then lifted to move into place. The employee positioned self to assist placement. In the process of pushing the cover into place EE leaned against a handrail. The handrail gave way and the employee fell approximately 10' to the ground.",,M
103542,0071891,Vulcan Materials Company,L16168,"Vulcan Construction Materials, LLC",,220230650001,30,MILL OPERATION/PREPARATION PLANT,2023-02-15,2023,1,2023,2,1745.0,5,DAYS RESTRICTED ACTIVITY ONLY,1,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,530.0,10,HANDTOOLS (NONPOWERED),05,Struck by flying object,1.0,1.0,1.0,1,368,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",030,Hand tools (not powered),088,"METAL,NEC(PIPE,WIRE,NAIL)",180,"CUT,LACER,PUNCT-OPN WOUND",312,ELBOW,0.0,10.0,0.0,N,03/16/2023,? ,NO VALUE FOUND,,"Employee was changing blow bars on the portable plant, using a soft faced sledgehammer, when a metal fragment came off the shoe causing a laceration on the anterior of EE's right elbow.  EE sought medical attention, first aid was rendered and released to full duty.  EE had surgery on March 1, 2023 to remove the metal fragment from EE' arm and is currently working with restrictions.",320230760005,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,,220222300004,30,MILL OPERATION/PREPARATION PLANT,2022-08-11,2022,3,2022,4,1330.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,21,OTHER,38,"Absorption of radiations, caustics, toxic and noxious substances",1.0,39.0,39.0,38,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",028,Handling supplies or material,001,"ANIMALS,INSCTS,BRDS,REPTL",280,"POISONING,SYSTEMIC",600,BODY SYSTEMS,0.0,0.0,0.0,N,08/11/2022,? ,NO VALUE FOUND,,Employee was at the  pump house opening up the double doors when something stung their arm.  ,,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,,220231930007,30,MILL OPERATION/PREPARATION PLANT,2023-07-05,2023,3,2023,4,1100.0,5,DAYS RESTRICTED ACTIVITY ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,09,HANDLING OF MATERIALS,27,Over-exertion in lifting objects,1.0,3.48,3.48,.12,305,Mechanic helper,039,Machine maintenance,088,"METAL,NEC(PIPE,WIRE,NAIL)",330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,0.0,53.0,0.0,N,09/26/2023,? ,NO VALUE FOUND,,Employee states their knee popped while lifting metal liner.,320233170009,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,,220241210041,30,MILL OPERATION/PREPARATION PLANT,2024-04-18,2024,2,2024,3,1515.0,5,DAYS RESTRICTED ACTIVITY ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,14,"Crane, Cherry picker, Lift basket, Scissor truck, Boom truck",121,Not Reported,,530.0,17,MACHINERY,08,Struck by... NEC,1.0,30.0,10.0,10,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",072,"Surface equipment, NEC",079,"CHAIN,ROPE,CABLE-NT CONVY",180,"CUT,LACER,PUNCT-OPN WOUND",100,"HEAD,NEC",0.0,3.0,0.0,N,04/25/2024,? ,NO VALUE FOUND,,Employee got hit in the back of the hard hat by chain.,320241240007,M
200150,M13109,Grupo Mexico S A,L17191,Asarco LLC,NWB,220222550033,30,MILL OPERATION/PREPARATION PLANT,2022-08-31,2022,3,2022,4,1600.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,09,HANDLING OF MATERIALS,08,Struck by... NEC,1.0,1.23,0.44,1.23,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,043,"ELECTRICAL APPARATUS,NEC",220,"FRACTURE,CHIP",143,NOSE/NASAL PASSAGES/SINUS/SMELL,0.0,0.0,0.0,N,09/01/2022,? ,NO VALUE FOUND,,The injured employee was using a battery operated impact to replace liners. EE needed a replacement battery and another employee attempted to slide it down along the liners. The battery caught the edge of a liner and bounced out striking the injured employee on the nose and cheek causing a fracture in the nose.,,M
201049,0111145,Capstone Copper Corp,0130614,Pinto Valley Mining Corp.,,220232000018,30,MILL OPERATION/PREPARATION PLANT,2023-07-16,2023,3,2023,4,2335.0,3,DAYS AWAY FROM WORK ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1800.0,18,SLIP OR FALL OF PERSON,15,Fall down stairs,1.0,11.0,11.0,11,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",092,"Walking, Running",011,STEPS,220,"FRACTURE,CHIP",520,ANKLE,0.0,0.0,28.0,N,09/15/2023,? ,NO VALUE FOUND,,Walking down 3 steps employee tripped and fell,320232610011,M
300050,M08976,United States Lime & Minerals Inc,L11945,Arkansas Lime Company,A9822,220250300010,30,MILL OPERATION/PREPARATION PLANT,2025-01-10,2025,1,2025,2,1500.0,3,DAYS AWAY FROM WORK ONLY,5,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,18,SLIP OR FALL OF PERSON,17,Fall to the walkway or working surface,1.0,0.08,0.08,.08,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",092,"Walking, Running",117,GROUND,400,"UNCLASSIFIED,NOT DETERMED",430,CHEST (RIBS/BREAST BONE/CHEST ORGNS),0.0,0.0,2.0,Y,01/31/2025,? ,NO VALUE FOUND,,Employee was walking on a grade when they slipped and fell on compacted snow. The employee became sore at the time of the fall. Employee went to the ER later that day on January 10th and was checked out and released. Employee went to the ER on January 26th at 12:46 a.m. and was then placed off of work.,320250360008,M
405952,0131201,Raymond  Bean; Steve  Ingle,0149314,Twin Pines Minerals LLC,,220230310017,30,MILL OPERATION/PREPARATION PLANT,2023-01-29,2023,1,2023,2,1130.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",6,?,NO VALUE FOUND,?,NO VALUE FOUND,29,Hand tools (powered),121,Not Reported,,600.0,17,MACHINERY,08,Struck by... NEC,1.0,1.19,0.94,5,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",024,Grinding,052,"ABRAS STONE,WHEEL GRINDER",180,"CUT,LACER,PUNCT-OPN WOUND",513,LOWER LEG/TIBIA/FIBULA,0.0,0.0,0.0,N,01/30/2023,? ,NO VALUE FOUND,,Using a cutoff wheel on a handheld grinder. Kicked back and hit left shin resulting in 8 stitches. The guard was on the tool and the employee was wearing all proper PPE's,,M
800225,0139041,The Chemours Company,0155655,The Chemours Company FC LLC,,220221180020,30,MILL OPERATION/PREPARATION PLANT,2022-04-20,2022,2,2022,3,830.0,4,DYS AWY FRM WRK & RESTRCTD ACT,12,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,21,OTHER,26,"Bodily reaction, NEC",1.0,10.0,10.0,7,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,002,BODILY MOTION,330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0.0,125.0,119.0,Y,05/20/2023,? ,NO VALUE FOUND,,"Miner was in sitting position, leaning forward, welding a pipe cradle.  Miner stood up as the miner felt back stiffening.  Miner swung right leg over 33 high chain then left leg when miner felt discomfort in lower back. """,320231430003,M
901039,M06183,CRH PLC,0051196, Midsouth Aggregates,,220231000015,30,MILL OPERATION/PREPARATION PLANT,2023-04-05,2023,2,2023,3,700.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",13,?,NO VALUE FOUND,?,NO VALUE FOUND,60,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",063,Komatsu,PC400,600.0,17,MACHINERY,05,Struck by flying object,1.0,12.0,12.0,12,324,"Backhoe operator, Trackhoe operator",065,"Power shovel, Dragline",007,"RBR,GLS,PLSTC,FIBRGLS,FAB",180,"CUT,LACER,PUNCT-OPN WOUND",310,"ARM,NEC",0.0,0.0,0.0,N,04/06/2023,? ,NO VALUE FOUND,,Employee was operating a trackhoe moving boulders around when are large section of rock broke off and went through the windshield. Employee threw the rock out as soon as it happened. ,,M
901094,M10266,Carmeuse Holding SA,L16758,Carmeuse L&S,,220220950014,30,MILL OPERATION/PREPARATION PLANT,2022-03-28,2022,1,2022,2,620.0,3,DAYS AWAY FROM WORK ONLY,13,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,09,HANDLING OF MATERIALS,27,Over-exertion in lifting objects,1.0,1.17,1.17,1.17,640,"Ball/Rod/Pebble/Hand/Limestone/Dry mill operator, Roller operator",028,Handling supplies or material,004,BAGS,330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0.0,0.0,2.0,N,03/31/2022,? ,NO VALUE FOUND,,Employee bent over to pick up a busted product bag (weight approximately 20 lbs.) from the walkway and strained their lower back. Employee was swinging the bag while bent at the waist. Employee was seen in the ER and wrote out of work 48 hours then returned to full duty.,,M
1200064,M06982,Buzzi Unicem S P A,L17977,Buzzi Unicem USA,,220233120017,30,MILL OPERATION/PREPARATION PLANT,2023-11-01,2023,4,2024,1,854.0,5,DAYS RESTRICTED ACTIVITY ONLY,18,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,09,HANDLING OF MATERIALS,21,"Caught in, under or between a moving and a stationary object",1.0,1.31,1.31,.12,390,"Silo operator, Bin puller, Truck loader",028,Handling supplies or material,088,"METAL,NEC(PIPE,WIRE,NAIL)",220,"FRACTURE,CHIP",340,FINGER(S)/THUMB,0.0,35.0,0.0,N,12/20/2023,? ,NO VALUE FOUND,,Employee was switching a valve and finger got smashed between valve handle and cement line causing a fracture to finger,320233550003,M
1200084,M06183,CRH PLC,L00309,Mulzer Crushed Stone Inc,,220220400021,30,MILL OPERATION/PREPARATION PLANT,2022-02-07,2022,1,2022,2,730.0,5,DAYS RESTRICTED ACTIVITY ONLY,18,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,18,SLIP OR FALL OF PERSON,17,Fall to the walkway or working surface,1.0,7.23,7.23,5,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",028,Handling supplies or material,117,GROUND,400,"UNCLASSIFIED,NOT DETERMED",312,ELBOW,0.0,4.0,0.0,N,02/14/2022,? ,NO VALUE FOUND,,Employee was pulling on a cable when EE slipped and lost footing. This caused EE to land on the elbow. Employee was taken to OMP and placed on restrictions. Accident under investigation. ,320230380015,M
1400034,M06183,CRH PLC,L02019,Ash Grove Cement Company,,220223500014,30,MILL OPERATION/PREPARATION PLANT,2022-12-12,2022,4,2023,1,720.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",20,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,2400.0,09,HANDLING OF MATERIALS,38,"Absorption of radiations, caustics, toxic and noxious substances",1.0,3.0,3.0,1.5,328,"Utility man, Shift tech, Service/Dump truck operator",028,Handling supplies or material,021,"ACIDS,ALKALI,WET CEMENT",130,"BURN,CHEMICL-FUME,COMPOUN",130,EYE(S) OPTIC NERVE/VISON,0.0,0.0,0.0,N,12/12/2022,? ,NO VALUE FOUND,,"Employee got dust in eye, proper PPE was being worn. Employee received a prescription for antibiotics due to an abrasion on left eye.",,M
